"school_id","school_name","address","nearest_park_distance_m"
139,"Grundschule an der Gilmstraße 46 & Sonderpädagogisches Förderzentrum München Mitte 3 — am Westpark",NULL,2268.9617480100346
88,"Grundschule am Karl-Marx-Ring","Karl-Marx-Ring 67",2273.4387880737004
239,"Käthe-Kollwitz-Gymnasium","Nibelungenstraße 51a",2280.8260172208065
121,"Grund- und Mittelschule an der Weilerstraße",NULL,2284.179090633247
11,"Erasmus-Grasser-Gymnasium","Fürstenrieder Straße 159",2287.0613819407004
137,"Agilolfingerschule",NULL,2287.755104233664
321,"Grundschule an der Hugo-Wolf-Straße","Schliemannweg 71",2289.0218544381096
276,"Städtische Franz-Auweck-Abendschule","Kapschstraße 4",2297.158277176001
120,"Rothpletzschule",NULL,2301.1141650518766
67,"Städtische Hermann-Frieb-Realschule","Hohenzollernstraße 140",2307.7440124727996
164,"Städtisches Adolf-Weber-Gymnasium","Kapschstraße 4",2321.663158628473
169,"Obermenzinger Gymnasium","Freseniusstraße 47",2332.328861187909
433,"Deutschinstitut Integra","Schillerstraße 7",2340.4554314918305
155,"Schule an der Fürstenrieder Straße","Fürstenrieder Straße 30",2345.623874186697
434,"Carl Duisberg Centrum München","Pfänderstraße 6",2351.0264148109495
445,"Grundschule am Mariahilfplatz","Hochstraße 29",2352.03107545816
316,"Städtischen Rudolf-Diesel-Realschule München",NULL,2352.1903271256315
310,"Schulverbund München","Hochstraße 13",2364.2245195369583
193,"Hochschule Fresenius",NULL,2371.161430331817
308,"Grundschule an der Hermine-von-Parish-Straße","Hermine-von-Parish-Straße 15",2379.9842766449124
163,"Rupprecht-Gymnasium",NULL,2386.1752903304537
75,"Grundschule - Tagesheim - Kindertagesstätte An der St.-Martin-Straße 30",NULL,2400.0587298884034
209,NULL,NULL,2403.8919114309692
257,"Grund- und Mittelschule an der Alfonsstraße",NULL,2414.836905993967
444,"Grund- und Mittelschule an der Hochstraße","Hochstraße 31",2415.257284243065
127,"Gymnasium Max-Josef-Stift","Mühlbaurstraße 15",2434.2219082295755
370,"deutschakademie",NULL,2434.309378644152
207,"Münchner Schmink und Kosmetikschule","Dachauer Straße 5",2436.5532922221882
397,"Lukas-Realschule","Helmpertstraße 9",2442.9870330303706
29,"Grundschule Gänselieselstraße 33","Gänselieselstraße 33",2457.2019111505997
450,"Staatliche Berufsfachschule für Logopädie am Klinikum der Universität München","Pettenkoferstraße 4a",2466.945138866194
145,"Silvia-Görres-Schule",NULL,2474.9959236185427
340,"IFP Institut zur Förderung publizistischen Nachwuchses","Kapuzinerstraße 38",2483.841082095305
363,"Studienkolleg München","Infanteriestraße 7a",2487.6607509557343
112,"Grund- und Mittelschule an der Rockefellerstraße 11",NULL,2528.1670147103487
45,"Städtisches Luisengymnasium","Luisenstraße 7",2528.452766638381
187,"Simmernschule","Simmernstraße 2",2528.464928287705
299,"Kirchl. Fachakademie für Hauswirtschaft",NULL,2529.697931743832
301,"Theresia-Gerhardinger- Mädchenrealschule",NULL,2542.3169807430463
442,"Städtische Fachschule für Bautechnik München","Luisenstraße 9-11",2543.0513412206788
89,"Grundschule an der Regina-Ullmann-Straße 6","Regina-Ullmann-Straße 6",2545.2719447722075
380,"Förderzentrum Förderschwerpunkt Hören","Musenbergstraße 32",2549.797603536518
234,"Gymnasium München-Nord","Knorrstraße 171",2550.3165621462617
366,"inlingua Berufsfachschule für Fremdsprachenberufe",NULL,2567.2032583903165
300,"Kirchl. Fachakademie für Sozialpädagogik","Mariahilfplatz 14",2578.9884865686618
153,"Grundschule an der Menaristraße","Menaristraße 7",2622.7880661439053
178,"Grundschule an der Turnerstraße","Turnerstraße 46",2632.1261416443263
302,"Evangelisches Bildungszentrum","Herzog-Wilhelm-Straße 24",2641.777780731319
443,"Städtisches Berufsschulzentrum für das Bau- und Kunsthandwerk München","Luisenstraße 9-11",2647.335894887305
296,"Grundschule an der Haimhauserstraße","Haimhauserstraße 23",2659.8425129755087
69,"Maximiliansgymnasium","Karl-Theodor-Straße 9",2698.3661183029285
432,"Isabella Atelier","Isabellastraße 35",2721.3339188246255
414,"Lehrinstitut Bauer","Kreuzstraße 14",2725.708706172822
429,"Städtische Berufsschule für Lagerlogistik, Groß- und Außenhandel","Sendlinger-Tor-Platz 14",2726.4741128991964
162,"Oskar-von-Miller-Gymnasium","Siegfriedstraße 22",2728.9875546026433
252,"Grundschule am Mariahilfplatz","Mariahilfplatz 18",2735.2168995581646
351,"Innung der Friseure München","Holzstraße 8",2743.9751980736132
417,"Grundschule Von-der-Pfordten-Straße (ehemals Camerloher Straße)","Von-der-Pfordten-Straße 80",2763.0507991057
109,"Staatliches Pestalozzi-Gymnasium","Eduard-Schmid-Straße 1",2776.0207927864967
259,"Städtische Berufsschule für Spedition und Touristik",NULL,2786.471332949848
377,"Städtische Berufsschule für Lagerlogistik, Groß- und Außenhandel","Luisenstraße 29",2788.397679641225
373,"Städtische Anita-Augspurg-Berufsoberschule für Sozialwesen","Brienner Straße 37",2821.9883719169734
271,"Grundschule mit Tagesheim an der Margarethe-Danzi-Straße 17",NULL,2852.7044251058815
96,"Städtische Salvator-Realschule","Damenstiftstraße 3",2857.600740646975
413,"Nähclub München","Bauerstraße 1",2881.625440840953
49,"Grundschule an der Gebelestraße","Gebelestraße 2",2895.2911705404863
170,"Staatliches Wilhelmsgymnasium","Thierschstraße 46",2936.6464076202465
424,"Städtische Berufsschule für Kfz-Technik","Elisabethplatz 4",2949.6134791255135
303,"Berufliches Schulzentrum","Elisabethplatz 4",2954.1630266644515
130,"Wittelsbacher Mittelschule","Wittelsbacherstraße 10",2968.7907354540666
122,"Grundschule an der Schwindstraße",NULL,2970.8973384529468
425,"Städtische Fachschule für Fahrzeugtechnik und Elektromobilität München","Elisabethplatz 4",2972.156979030731
184,NULL,NULL,2975.301292040156
228,"Wilhelm-Grundschule","Wilhelmstraße 29",2981.9904027897605
361,"Sonderpädagogisches Förderzentrum München Mitte 1","Dachauer Straße 98",2989.4974720348696
66,"Städtische Ricarda-Huch-Realschule, Grundschule, Kindertagestätte",NULL,2997.4843836493924
231,"Grundschule Dachauer Straße","Dachauer Straße 98",2999.236635826351
192,"Gisela-Gymnasium","Arcisstraße 65",3007.0506795398887
232,"Prof.-Otto-Speck-Schule","Dachauer Straße 96",3012.789691273683
98,"Grundschule an der Klenzestraße",NULL,3016.4655974159296
200,"Schulverbund München","Kohlstraße 5",3021.5166351958082
324,"Theresia-Gerhardinger-Gymnasium am Anger",NULL,3029.988791056941
323,"Theresia-Gerhardinger-Grundschule am Anger",NULL,3080.8820896968623
314,"Bilinguales Gymnasium Phorms",NULL,3187.9781565915014
290,"Otto-Falckenberg-Schule","Stollbergstraße 7a",3196.712587428017
313,"Bilinguale Grundschule Phorms",NULL,3230.7141024584457
90,"Sankt-Anna-Gymnasium","Sankt-Anna-Straße 20",3232.4847936444417
103,"Mathilde-Eller-Schule / Heilpädagogische Tagesstätte Klenzestraße","Klenzestraße 27",3243.247700602319
317,"Sankt-Anna-Grundschule","Sankt-Anna-Straße 22",3263.670849332304
338,"Förderschule an der Herrnstraße","Herrnstraße 21",3266.964603150342
343,"Grundschule an der Herrnstraße","Herrnstraße 21",3269.934086870286
291,"Otto-Falckenberg-Schule","Falckenbergstraße 2",3279.4953974762207
152,"Staatliches Luitpold-Gymnasium","Seeaustraße 1",3284.270869399992
94,"Städtische Riemerschmid Wirtschaftsschule München","Frauenstraße 19",3303.0158580028065
258,"EAM School of International Business","Frauenplatz 11",3307.47151929729
102,"Grundschule am Gärtnerplatz","Klenzestraße 27",3309.1661357829444
312,"Städtische Berufsschule zur Berufsvorbereitung","Bogenhauser Kirchplatz 3",3312.822918936421
319,"Rudolf-Steiner-Schule","Leopoldstraße 17",3388.5078363322177
428,"Galli","Türkenstraße 86",3624.500378737275
206,"Städtische Helen-Keller-Realschule","Oettingenstraße 78",3662.960701787904
62,"Grundschule und Städtischer Hort an der Türkenstraße 68","Türkenstraße 68",3710.5210364447544
61,"Grundschule an der Türkenstraße","Türkenstraße 68",3717.9282934660273
